294,1
295,1
53,2
120,2
334,2
335,2
374,2
400,2
434,2
446,2
113,3
1,4
35,4
39,4
82,4
83,4
89,4
123,4
151,4
152,4
155,4
159,4
191,4
211,4
222,4
230,4
234,4
240,4
241,4
282,4
301,4
312,4
313,4
326,4
330,4
331,4
334,4
335,4
336,4
367,4
371,4
382,4
411,4
413,4
421,4
458,4
462,4
463,4
124,5
61,6
138,6
163,6
318,6
148,7
427,7
56,8
77,8
82,8
83,8
89,8
173,8
183,8
222,8
249,8
254,8
273,8
329,8
330,8
331,8
334,8
335,8
336,8
343,8
364,8
390,8
414,8
439,8
457,8
17,9
18,9
56,9
121,9
138,9
146,9
191,9
221,9
315,9
329,9
330,9
331,9
334,9
335,9
336,9
415,9
424,9
150,10
30,11
220,11
225,11
317,11
344,11
362,11
482,11
133,12
172,12
349,13
411,13
7,14
45,14
77,14
103,14
223,14
303,14
212,15
12,16
18,16
28,16
32,16
50,16
56,16
66,16
147,16
177,16
178,16
189,16
227,16
269,16
387,16
414,16
420,16
435,16
440,16
442,16
452,16
453,16
484,16
22,17
82,17
83,17
132,17
195,17
214,17
217,17
243,17
275,17
332,17
333,17
335,17
337,17
356,17
392,17
402,17
403,17
409,17
431,17
444,17
465,17
219,18
408,18
108,19
140,19
208,19
210,19
269,19
300,19
318,19
334,19
163,20
369,20
34,21
120,21
201,21
224,21
274,22
114,23
37,24
398,24
430,25
321,26
21,27
483,27
11,28
176,28
316,28
358,28
389,28
397,28
2,29
3,29
24,29
29,29
169,29
177,29
178,29
184,29
186,29
213,29
227,29
268,29
269,29
273,29
320,29
322,29
323,29
347,29
360,29
393,29
407,29
457,29
484,29
25,30
98,30
131,30
148,30
344,31
441,31
449,31
99,32
353,32
450,32
8,33
9,33
17,33
2,34
3,34
13,34
23,34
24,34
45,34
58,34
68,34
69,34
90,34
91,34
109,34
121,34
127,34
135,34
136,34
138,34
142,34
144,34
157,34
166,34
171,34
184,34
199,34
205,34
223,34
225,34
229,34
266,34
279,34
280,34
281,34
286,34
287,34
293,34
297,34
305,34
318,34
324,34
329,34
330,34
331,34
334,34
335,34
336,34
347,34
364,34
365,34
375,34
376,34
394,34
424,34
425,34
432,34
433,34
443,34
448,34
456,34
467,34
470,34
476,34
0,35
4,35
5,35
6,35
10,35
11,35
14,35
15,35
16,35
18,35
19,35
20,35
21,35
26,35
27,35
29,35
31,35
33,35
36,35
38,35
40,35
41,35
42,35
43,35
44,35
46,35
47,35
48,35
49,35
51,35
52,35
54,35
55,35
57,35
59,35
60,35
62,35
63,35
64,35
65,35
67,35
70,35
71,35
72,35
73,35
74,35
75,35
76,35
78,35
79,35
81,35
82,35
83,35
84,35
85,35
86,35
87,35
88,35
92,35
93,35
94,35
95,35
96,35
97,35
98,35
99,35
100,35
101,35
102,35
104,35
105,35
106,35
107,35
110,35
111,35
112,35
115,35
116,35
117,35
118,35
119,35
122,35
123,35
125,35
126,35
128,35
129,35
130,35
134,35
137,35
138,35
139,35
141,35
143,35
144,35
145,35
149,35
153,35
154,35
156,35
158,35
160,35
161,35
162,35
163,35
164,35
165,35
166,35
167,35
168,35
170,35
174,35
175,35
179,35
180,35
181,35
182,35
185,35
187,35
188,35
190,35
191,35
192,35
193,35
194,35
196,35
197,35
198,35
200,35
202,35
203,35
204,35
206,35
207,35
209,35
211,35
215,35
216,35
218,35
221,35
222,35
226,35
228,35
229,35
231,35
232,35
233,35
235,35
236,35
237,35
238,35
239,35
240,35
242,35
244,35
245,35
246,35
247,35
248,35
250,35
251,35
252,35
253,35
255,35
256,35
257,35
258,35
259,35
260,35
261,35
262,35
263,35
264,35
265,35
267,35
270,35
271,35
272,35
276,35
277,35
278,35
282,35
283,35
284,35
285,35
288,35
289,35
290,35
291,35
292,35
293,35
296,35
297,35
298,35
299,35
300,35
302,35
304,35
305,35
306,35
307,35
308,35
309,35
310,35
311,35
314,35
318,35
319,35
325,35
327,35
328,35
329,35
330,35
331,35
334,35
335,35
336,35
338,35
339,35
340,35
341,35
342,35
344,35
345,35
346,35
348,35
350,35
351,35
352,35
354,35
355,35
357,35
359,35
361,35
363,35
366,35
368,35
370,35
371,35
372,35
373,35
377,35
378,35
379,35
380,35
381,35
382,35
383,35
384,35
385,35
386,35
388,35
389,35
391,35
395,35
396,35
399,35
401,35
404,35
405,35
406,35
410,35
411,35
412,35
413,35
416,35
417,35
418,35
419,35
420,35
421,35
422,35
423,35
424,35
425,35
426,35
428,35
429,35
433,35
436,35
437,35
443,35
445,35
447,35
451,35
454,35
455,35
459,35
460,35
461,35
464,35
466,35
468,35
469,35
471,35
472,35
473,35
474,35
475,35
477,35
478,35
479,35
480,35
481,35
485,35
80,37
80,36
80,35
